trace_id,endpoint,is_correct,structural_stability,n_bonds,n_entropy_points,initial_entropy,final_entropy,covalent_ratio,hydrogen_ratio,vdw_ratio
7ed8a5fa-58bc-4983-8a57-d181bc9fcad5,cyp2c9_veith,True,9.132750458143307e-22,253,253,-0.0,1.3088006552037572,0.17391304347826086,0.18972332015810275,0.6363636363636364
7f6cb938-c723-4589-8ef4-bc29df94c969,cyp2c9_veith,False,2.699880116322122e-23,253,253,-0.0,1.3429396386696522,0.22529644268774704,0.16205533596837945,0.6126482213438735
83889b34-8356-4a33-ab45-6820453a2279,cyp2c9_veith,False,2.5440673238116126e-15,171,171,-0.0,1.3257863043789029,0.1695906432748538,0.2046783625730994,0.6257309941520468
86621645-2ba2-480d-902e-0006137b1880,cyp2c9_veith,True,3.278140584836099e-22,378,378,-0.0,1.3058335191853134,0.12433862433862433,0.2566137566137566,0.6190476190476191
8e219849-ffa2-4f67-b34f-d9e762602e4c,cyp2c9_veith,True,0.00018131332880492163,253,253,-0.0,1.2604241426866003,0.13438735177865613,0.20948616600790515,0.6561264822134387
8e41e48b-2fe6-4fe6-a217-a72cb4f5f18d,cyp2c9_veith,True,7.082040439261473e-17,253,253,-0.0,1.3430714855177108,0.2015810276679842,0.18181818181818182,0.616600790513834
8e7636d6-e7cf-4cd3-9d0c-44fdf2a295b3,cyp2c9_veith,False,5.25887109555249e-20,300,300,-0.0,1.2582360191043187,0.17,0.16666666666666666,0.6633333333333333
916ac328-fb7f-443e-ba46-472e4776174f,cyp2c9_veith,True,5.236545886456778e-17,136,136,-0.0,1.5403426472563024,0.3014705882352941,0.25,0.4485294117647059
92e375d5-f33f-4824-ae71-be149c733d0f,cyp2c9_veith,True,3.119216225108167e-22,231,231,-0.0,1.200526359532179,0.12987012987012986,0.18181818181818182,0.6883116883116883
93894c51-e867-4e0f-9165-53697bfbc616,cyp2c9_veith,False,5.1065644183298867e-23,171,171,-0.0,1.316197335383759,0.19883040935672514,0.1695906432748538,0.631578947368421
94e989c6-5f5e-4ff4-850c-bca73a272e48,cyp2c9_veith,True,7.523363540754643e-17,171,171,-0.0,1.464638298610749,0.23976608187134502,0.22807017543859648,0.5321637426900585
9739fa72-0186-4aa5-96cf-b6017306ce83,cyp2c9_veith,True,2.167571395071557e-22,136,136,-0.0,1.4917783330829315,0.25735294117647056,0.23529411764705882,0.5073529411764706
99d95c32-a504-46b6-bdb6-f8e70fea6407,cyp2c9_veith,False,3.850202305841429e-21,190,190,-0.0,1.4172876019021452,0.22631578947368422,0.20526315789473684,0.5684210526315789
9f6f2ef4-2b42-45dd-baee-407926ef30ac,cyp2c9_veith,True,1.1437207332087953e-17,153,153,-0.0,1.2196871608244615,0.11764705882352941,0.20915032679738563,0.673202614379085
a50f8986-559b-427a-88dd-4319e19ad649,cyp2c9_veith,True,3.486562582153366e-23,190,190,-0.0,1.38748489006068,0.1631578947368421,0.2578947368421053,0.5789473684210527
a6de0818-96b6-4524-983c-e8adc6142f5e,cyp2c9_veith,True,3.6919151664957177e-19,153,153,-0.0,1.440681995331441,0.24836601307189543,0.20261437908496732,0.5490196078431373
a79ed4d2-a2ae-4ceb-a2a1-650623a4a025,cyp2c9_veith,True,2.2678711306431008e-21,105,105,-0.0,1.4888229355946472,0.42857142857142855,0.17142857142857143,0.4
